"","state","year","grade","perind","perasn","perhsp","perblk","perwht","perfrl","pernonfrl","perell","perspeced","ind","asn","hsp","blk","wht","frl","nonfrl","totenrl","nsch","ncharters","gslo","gshi","speced","ell","elmtch","tottch","aides","corsup","elmgui","stutch_wht","stutch_blk","stutch_hsp","stutch_all","diffstutch_blkwht","diffstutch_hspwht","ratstutch_whtblk","ratstutch_whthsp","flunch_wht","flunch_blk","flunch_hsp","flunch_all","diffexplch_blkwht","diffexplch_hspwht","percharter_all","percharter_wht","percharter_blk","percharter_hsp","hswhtblk","hswhthsp","hsflnfl","ppexp_tot","ppexp_inst","pprev_tot","totppe_fleslope","instppe_fleslope","baplus_wht","poverty517_wht","snap_wht","singmom_wht","samehouse_wht","unemp_wht","baplus_hsp","poverty517_hsp","snap_hsp","singmom_hsp","samehouse_hsp","unemp_hsp","baplus_blk","poverty517_blk","snap_blk","singmom_blk","samehouse_blk","unemp_blk","baplus_all","poverty517_all","singmom_all","snap_all","samehouse_all","unemp_all","pctenglish","pctforeign","pctmexico","pctpuerto","pctcuba","pctcentral","pctsouth","inc50all","incrat9010all","incrat9050all","incrat5010all","inc50blk","incrat9010blk","incrat9050blk","incrat5010blk","inc50hsp","incrat9010hsp","incrat9050hsp","incrat5010hsp","inc50wht","incrat9010wht","incrat9050wht","incrat5010wht","giniall","giniwht","giniblk","ginihsp","paredVblkwht","paredVhspwht","incVblkwht","incVhspwht","baplus_mal","baplus_fem","pov_mal","pov_fem","occbus_mal","occbus_fem","occsci_mal","occsci_fem","occeduc_mal","occeduc_fem","occhealth_mal","occhealth_fem","occserv_mal","occserv_fem","occsales_mal","occsales_fem","occtrade_mal","occtrade_fem","inlf_mal","inlf_fem","unemp_mal","unemp_fem","incVmalfem","educVmalfem","teenbirth_all","sesall","seswht","sesblk","seshsp","sesallimp1","sesallimp2","seswhtimp1","seswhtimp2","sesblkimp1","sesblkimp2","seshspimp1","seshspimp2","gstdmn_ela","gstdmnva_ela","gstdmn_math","gstdmnva_math"
"1045","MO",2011,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63915547,2.207293666,5.788867562,22.32053743,97.16506718,51.08377146,77.94118044,129.7965451,4.082533589,0.099808061,0.22840691,12.43570058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11091.41156,5711.401111,10411.40388,448.427,-223.74382,0.159606853,NA,NA,NA,NA,0.05142496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.172102429,NA,NA,NA,NA,0.043834373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.148261817,0.164234946,0.133402547,0.164320148,0.142474756,0.102532772,0.032284973,0.013761751,0.043773572,0.125736785,0.01519628,0.084980819,0.116112683,0.230276196,0.129798012,0.335140725,0.251955233,0.01449972,0.806138096,0.701429127,0.063210764,0.057891639,0.484153942,-0.091201349,NA,NA,NA,NA,NA,0,0,0,0,0.007677543,0.063339731,0.019193858,0.161228407,NA,NA,NA,NA
"1046","MS",2011,6,NA,NA,NA,NA,NA,NA,NA,0.008098642,0.137677451,0.436241611,2.315436242,6.040268456,123.9060403,117.6778523,160.425687,90.82934648,251.2550336,6.013422819,0,0.026845638,12.95973154,424.7919463,37.69127517,86.99463052,214.8912075,54.92228178,4.337449675,3.440738263,NA,15.61511041,NA,15.72808351,NA,NA,NA,NA,NA,0.721296568,NA,0.706054281,NA,NA,0,NA,0,NA,NA,NA,NA,9428.521242,4939.864094,9442.719106,2513.4519,941.92645,0.21174778,NA,NA,NA,NA,0.048185895,NA,NA,NA,NA,NA,NA,0.108941014,0.466665757,0.393882506,0.556099562,0.855119865,0.105248911,0.16656508,0.308682631,0.406827338,0.300241335,0.856444538,0.057867986,NA,NA,NA,NA,NA,NA,NA,36863.83534,11.98053596,2.712553936,4.376477359,26250.99475,12.2349938,2.849931431,4.239635707,NA,NA,NA,NA,NA,NA,NA,NA,0.421746816,NA,0.406503742,NA,0.276733334,NA,NA,NA,0.15288087,0.167269602,0.216867585,0.266963453,0.106192664,0.084581931,0.032415204,0.011541429,0.049454266,0.136185047,0.0217662,0.094886723,0.132661824,0.225218432,0.137200873,0.322550128,0.237998715,0.012226429,0.738386298,0.654657939,0.083704797,0.091114629,0.425242673,-0.109921484,0.05444038,-1.35484588,NA,-2.82718051,NA,0,0,0.013422819,0,0,0,0.013422819,0.067114094,NA,NA,NA,NA
"1047","MT",2011,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.961290323,0.280645161,1.187096774,0.409677419,28.09677419,11.89700719,22.11267034,34.50967742,2.277419355,0,0,9.55483871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7433.2568,3687.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.009677419,0.003225806,0.009677419,0.019354839,0.019354839,0.070967742,NA,NA,NA,NA
"1048","NC",2011,6,0.016241605,0.011898645,0.105653886,0.249315849,0.581355787,0.470328395,0.529671604,0.058576892,0.129697037,15.05217391,23.33043478,121.2434783,269.0695652,533.1565217,426.9361634,573.837749,1001.365217,21.8,0.860869565,0.026086957,13,1564.626087,890.4086957,397.5760914,831.0107826,221.9706093,8.989130421,12.72573914,15.1823261,14.76798914,14.90864463,15.00333881,-0.414336942,-0.273681458,1.030706966,1.018579438,0.438853383,0.492030891,0.506602667,0.466111426,0.053177508,0.067749284,0.024930173,0.02947948,0.021928107,0.015770003,NA,NA,NA,10037.77417,5572.345326,10641.10332,218.29665,907.87262,0.218666693,0.154925027,0.152455658,0.218639679,0.883701685,0.056127962,0.089568739,NA,NA,NA,NA,0.082508444,NA,NA,NA,NA,NA,0.094037858,0.199712919,0.221100277,0.30154894,0.221579836,0.863744069,0.055811055,NA,NA,NA,NA,NA,NA,NA,46343.89386,10.54411333,2.521399577,4.142780718,NA,NA,NA,NA,NA,NA,NA,NA,57825.99919,8.577731062,2.279676763,3.758090602,0.410302168,0.373604452,NA,NA,NA,NA,NA,NA,0.186590755,0.195793161,0.158937014,0.196199576,0.120697954,0.10429025,0.040461478,0.016440733,0.055527707,0.145699099,0.021646165,0.087183476,0.136474553,0.222599664,0.149124676,0.31420327,0.242391594,0.011764831,0.778592628,0.694960223,0.076189714,0.080560656,0.362664278,-0.12274757,0.0374979,-0.613440141,-0.034966985,NA,NA,0,0,0,0,0.017391304,0.017391304,0,0.043478261,5.883462542,0.041687485,6.176334212,0.034534012
"1049","ND",2011,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.662857143,0.394285714,0.08,0.96,33.56571429,10.36896093,29.53389635,39.90285714,2.6,0,0.177142857,12.15428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8118.207,4973.4565,0.191058561,NA,NA,NA,NA,0.024218575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.220461371,NA,NA,NA,NA,0.022037031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.169586844,0.209200214,0.097258548,0.134287949,0.287750203,0.132727918,0.024743671,0.011636631,0.035871957,0.133586584,0.011203805,0.083360457,0.088252826,0.262957803,0.107621657,0.295600041,0.251556691,0.018369301,0.872145863,0.781431245,0.031415538,0.02366169,0.6172843,-0.17487756,NA,NA,NA,NA,NA,0,0,0.005714286,0,0,0.022857143,0.022857143,0.097142857,NA,NA,NA,NA
"1050","NE",2011,6,0.027310836,0.005692758,0.079038475,0.00899065,0.866719123,0.308766716,0.691233285,0.02107859,0.15149103,1.26,1.716,13.34,5.384,59.844,28.99877162,55.22522812,84.224,3.856,0,0,13,176.928,80.048,47.96476011,88.38003985,25.19991998,3.579279956,1.562559999,11.38987533,NA,NA,11.3796903,NA,NA,NA,NA,0.286339359,NA,NA,0.289284392,NA,NA,0,0,NA,NA,NA,NA,NA,14190.90251,8042.198936,14699.71102,-130.53912,1644.0702,0.196464824,NA,NA,NA,NA,0.027145691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.218420333,NA,NA,NA,NA,0.024898284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18143654,0.200660826,0.092466645,0.11968002,0.241347136,0.115744797,0.026782239,0.012974556,0.045051308,0.135338798,0.012869215,0.088531289,0.082375473,0.237102852,0.125308303,0.317068036,0.247694438,0.021754243,0.895388442,0.798487244,0.029050922,0.032228424,0.543213361,-0.130522584,0.022183169,NA,NA,NA,NA,0,0,0,0,0.016,0.056,0.02,0.152,NA,NA,NA,NA
"1051","NH",2011,6,0.002249109,0.016453411,0.019792848,0.010247052,0.937123866,0.207114473,0.792885527,0.007313513,0.188496819,0.314685315,2.685314685,3.965034965,1.937062937,92.6993007,21.53174278,81.53119381,103.0629371,3.048951049,0.06993007,0.48951049,12.3986014,198.5594406,27.1958042,65.61538485,99.46503451,47.9685313,NA,3.161538464,11.26588285,NA,NA,11.26537359,NA,NA,NA,NA,0.197494761,NA,NA,0.197944681,NA,NA,0.002586229,0.002517605,NA,NA,NA,NA,NA,16398.32738,7837.458536,16602.54886,-3558.9548,-51.055302,0.321131994,NA,NA,NA,NA,0.043866779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.337661959,NA,NA,NA,NA,0.035541148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.321714727,0.321933775,0.065346441,0.082316842,0.157146748,0.134386231,0.083667687,0.027186532,0.066637771,0.158687954,0.026401104,0.095825374,0.130283638,0.190759993,0.167236477,0.319413407,0.19788989,0.008959093,0.875330266,0.774796004,0.046908021,0.041808304,0.520052512,NA,NA,NA,NA,NA,NA,0,0,0,0,0.027972028,0.06993007,0.020979021,0.132867133,NA,NA,NA,NA
"1052","NJ",2011,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.230923695,17.25301205,40.23493976,31.95582329,104.1947791,53.38026359,142.1323055,197.1405622,4.285140562,0.142570281,0.228915663,11.45381526,420.0783133,104.0261044,100.6668675,194.6353414,44.89899599,5.13172691,3.782730924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19044.05987,9443.694429,19160.27304,8976.0332,3243.0786,0.364670423,NA,NA,NA,NA,0.056160813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.394015379,NA,NA,NA,NA,0.048815514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.374004505,0.347394968,0.059018766,0.07579737,0.193585949,0.148441739,0.08010553,0.032294911,0.077995703,0.171366237,0.026993387,0.086842435,0.134555789,0.16216015,0.192415102,0.351371332,0.157263778,0.005376539,0.882617975,0.745353142,0.061118191,0.063106502,0.478434398,0.052027153,NA,NA,NA,NA,NA,0,0,0,0,0.020080321,0.02811245,0.006024096,0.052208835,NA,NA,NA,NA
"1053","NM",2011,6,0.096846892,0.007638007,0.558057915,0.010702387,0.32337472,0.667794868,0.332205136,0.122605431,0.143278593,27.05617978,3.865168539,172.3932584,5.943820225,71.93258427,176.5198951,107.4576326,283.9775281,9.179775281,0.91011236,0,13,515.0449438,584.5955056,90.13179772,246.3557319,66.25280886,7.343258353,3.339101156,NA,NA,NA,NA,NA,NA,NA,NA,0.627269874,NA,0.665391293,0.655404928,NA,0.03812142,0.018237312,0.032739944,NA,0.009436804,NA,NA,NA,15658.49541,7157.120148,15248.82847,2161.1196,1249.1663,0.29119482,NA,NA,NA,NA,0.039073448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.193237461,NA,NA,NA,NA,0.040248944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.182841557,0.190267468,0.17415072,0.204603792,0.14925498,0.106097472,0.047823708,0.016824842,0.066132386,0.161026238,0.016105167,0.056360848,0.146558457,0.263434484,0.112294384,0.328145543,0.307097084,0.020091521,0.746901553,0.655507594,0.057915191,0.060633466,0.405278217,-0.084404746,NA,NA,NA,NA,NA,0,0,0.011235955,0,0.033707865,0.056179775,0,0,NA,NA,NA,NA
"1054","NV",2011,6,0.056590709,0.018407026,0.239157844,0.03067052,0.623672558,0.358522978,0.641477024,0.085339994,0.130709729,32.17647059,121.4705882,779.8823529,198.1176471,752.5882353,907.2739333,1095.902527,2003.176471,37.64705882,2.117647059,0,12.76470588,2791.647059,4903,570.3176476,1271.167647,NA,NA,17.13117635,16.60295176,NA,16.12070932,16.40826067,NA,-0.482242418,NA,1.024837721,0.308503745,NA,0.408878674,0.348722806,NA,0.100374928,0.012478884,0.015259274,NA,0.008669601,NA,0.090932158,NA,14663.66225,6999.585124,17073.96025,-2036.0736,-4096.583,0.180582781,NA,NA,NA,NA,0.057808935,0.063271913,NA,NA,NA,NA,0.081361821,NA,NA,NA,NA,NA,NA,0.169560602,NA,NA,NA,NA,0.050446801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.174190955,0.15758615,0.107277898,0.140114239,0.11895639,0.114669283,0.048739681,0.026803582,0.057431774,0.130075074,0.018280264,0.051377581,0.167673253,0.243118,0.115140256,0.351944669,0.29573863,0.020647666,0.786551867,0.669471351,0.065166927,0.080072244,0.588542286,-0.03778532,0.030960986,NA,NA,NA,NA,0,0,0,0,0,0.117647059,0,0,NA,NA,NA,NA
"1055","NY",2011,6,0.006272506,0.027550456,0.065811739,0.0583228,0.83423364,NA,NA,0.018825267,0.149942441,1.063988095,7.958333333,21.19642857,23.20982143,134.7098214,49.13720465,140.3449379,189.5729167,4.270833333,0.06547619,0.455357143,12.71279762,386.6071429,90.72916667,75.32215765,194.7343897,54.65416683,1.289241071,1.024330358,NA,NA,NA,NA,NA,NA,NA,NA,0.235895601,NA,NA,0.238196006,NA,NA,0.002219816,0.001680362,NA,NA,NA,NA,NA,22620.94063,12096.60837,21719.82596,4205.9946,2483.5161,0.291162347,NA,NA,NA,NA,0.049506425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.305272085,NA,NA,NA,NA,0.040336088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.281204044,0.287714375,0.089777493,0.10924364,0.153156546,0.120932928,0.056714232,0.021768936,0.078819092,0.17382229,0.02773167,0.094569204,0.148277593,0.19759012,0.164514541,0.327413101,0.195198658,0.00910212,0.831503334,0.735042211,0.057147412,0.047952619,0.420641781,-0.059810435,NA,NA,NA,NA,NA,0,0,0,0,0.023809524,0.084821429,0.013392857,0.138392857,NA,NA,NA,NA
"1056","OH",2011,6,NA,NA,NA,NA,NA,NA,NA,0.009716646,NA,0.356792144,3.605564648,7.117839607,34.28641571,163.6923077,81.40044283,136.9645325,218.3649755,5.896890344,0.577741408,0.024549918,13,NA,57.5613748,70.88777434,161.9956299,25.4554664,2.420752857,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.325804271,NA,NA,0.327837254,NA,NA,0.012411785,0.011625851,NA,NA,NA,NA,NA,NA,NA,NA,7464.7305,1103.8793,0.200545263,NA,NA,NA,NA,0.060659149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.217472638,NA,NA,NA,NA,0.051184941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20231047,0.196370676,0.104720133,0.128414988,0.133098195,0.105441985,0.054490753,0.018209207,0.054306225,0.120099707,0.022544117,0.100089148,0.119771063,0.214275515,0.149922347,0.334878417,0.187350668,0.008740693,0.840340404,0.729948359,0.072885054,0.061492294,0.501360671,-0.031273153,0.022538787,NA,NA,NA,NA,0,0,0.001636661,0,0.032733224,0.098199673,0.014729951,0.160392799,NA,NA,NA,NA
"1057","OK",2011,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.46124764,1.608695652,10.70132325,9.381852552,48.91493384,46.89545144,43.31815921,90.21361059,3.291115312,0.034026465,0.02268431,12.15311909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9412.441304,4927.78114,8964.863009,1978.6323,1296.9678,0.170199153,NA,NA,NA,NA,0.038137402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.173442901,NA,NA,NA,NA,0.033829455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15613041,0.167892641,0.146574017,0.182151865,0.139560459,0.108223335,0.032420395,0.011246591,0.049029081,0.145088562,0.016666944,0.080225527,0.114666508,0.233861519,0.119079624,0.340641767,0.27935881,0.016889774,0.78256972,0.653483197,0.051312412,0.046759868,0.518903364,NA,NA,NA,NA,NA,NA,0,0,0,0,0.030245747,0.034026465,0.007561437,0.100189036,NA,NA,NA,NA
"1058","OR",2011,6,NA,NA,NA,NA,NA,NA,NA,0.056356579,NA,4.362694301,8.264248705,45.1761658,6.020725389,144.4559585,98.77926532,120.9305791,219.7098446,6.512953368,0.538860104,0.979274611,12.6373057,NA,301.5958549,89.18253856,140.951346,46.17015538,1.898445613,NA,17.28492351,NA,NA,17.26148034,NA,NA,NA,NA,0.435494363,NA,NA,0.440485508,NA,NA,NA,NA,NA,NA,NA,NA,NA,14004.01595,6768.391614,13709.41266,-568.64471,1302.432,0.211993301,NA,NA,NA,NA,0.065145693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.213585247,NA,NA,NA,NA,0.05480509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.207600162,0.200722316,0.135697555,0.161422146,0.178114067,NA,0.044931475,NA,0.048992904,NA,0.01713105,NA,0.122529198,NA,0.124335745,NA,0.270465059,NA,0.812309925,NA,0.083615477,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.025906736,0.098445596,0,0.051813472,NA,NA,NA,NA
"1059","PA",2011,6,0.0015868,0.016095557,0.038407613,0.072933439,0.859465397,NA,NA,0.011309655,0.171549936,0.410821643,7.97995992,22.30460922,41.44488978,191.6412826,90.42377609,174.3016746,267.3847695,6.106212425,0.284569138,0.837675351,12.99198397,564.8396794,89.63727455,102.6523051,235.2588177,55.36873747,2.250060123,3.330681364,14.25037196,NA,NA,14.22722715,NA,NA,NA,NA,0.284130081,NA,NA,0.288017341,NA,NA,0.012615256,0.011760228,NA,NA,NA,NA,NA,14398.69755,7128.190491,14540.52575,4519.5483,-454.43823,0.227477373,NA,NA,NA,NA,0.050061797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.252389572,NA,NA,NA,NA,0.041991406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232318251,0.218557547,0.095033065,0.121509113,0.134899128,0.106770891,0.060953254,0.021698836,0.06234489,0.12932191,0.025601895,0.100562496,0.121933603,0.216225839,0.158441661,0.342361398,0.192017105,0.008660524,0.836989448,0.72680941,0.058884482,0.051635111,0.480142561,0.01224808,0.01829798,NA,NA,NA,NA,0,0,0,0,0.028056112,0.096192385,0.014028056,0.166332665,NA,NA,NA,NA
"1060","RI",2011,6,0.006733598,0.022290628,0.105533258,0.048063286,0.797865341,0.265961159,0.734038842,0.027542549,0.171338184,2.411764706,8.852941176,57.05882353,22.55882353,190.6176471,108.7046659,180.0306291,288.7352941,8.411764706,0.470588235,0.264705882,12.76470588,717.9705882,213.9117647,134.67353,315.0117653,62.80264667,2.211764706,2.197058821,12.6836809,NA,NA,12.66394384,NA,NA,NA,NA,0.238805614,NA,NA,0.247549301,NA,NA,0.01703711,0.012587441,NA,NA,NA,NA,0.017234821,16948.54847,8910.045385,16786.65574,2278.8096,-377.16486,0.35408335,NA,NA,NA,NA,0.052897065,0.352026839,NA,NA,NA,NA,0.067164517,NA,NA,NA,NA,NA,NA,0.379624057,NA,NA,NA,NA,0.043854166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.356485107,0.338212039,0.082066932,0.097092724,0.167571321,0.13919162,0.078279511,0.026921566,0.084903985,0.16346118,0.028194556,0.096683161,0.157880217,0.193878467,0.17388812,0.31950841,0.15501873,0.006051829,0.862705141,0.769269908,0.059120168,0.051501181,0.418387984,0.021002308,0.011146934,NA,NA,NA,NA,0,0,0,0,0,0.088235294,0,0.088235294,NA,NA,NA,NA
"1061","SC",2011,6,0.003918542,0.007627242,0.042639986,0.443449438,0.48523704,0.576179265,0.423820736,0.037457086,0.149628162,1.917647059,8.282352941,35.88235294,230.7764706,353.1058824,311.1595068,332.8169647,644.3411765,13.08235294,0.541176471,0,13,1159.964706,427.7647059,333.3988237,525.155296,98.97176443,4.95058826,13.00823524,17.74926609,16.83035771,17.12579389,17.23501006,-0.918908349,-0.623472106,1.050902065,1.038807123,0.543976311,0.585564324,0.587832097,0.565620637,0.041588013,0.043855787,0.008976588,0.015542318,0.006082091,0.004536529,NA,NA,0.035183568,11537.80194,5271.902601,10852.64782,-412.09158,790.73633,0.210990976,0.140211603,0.149856741,0.200829808,0.885243816,0.054869766,NA,NA,NA,NA,NA,NA,0.125611041,0.398547234,0.368392481,0.562120644,0.849287907,0.108310284,0.180688765,0.244773051,0.366366114,0.256048091,0.869528801,0.061471707,NA,NA,NA,NA,NA,NA,NA,42823.38318,11.40527212,2.611505076,4.274833709,31057.32288,12.78048458,2.750936431,4.561596809,NA,NA,NA,NA,58651.43295,8.216505209,2.261726045,3.643600834,0.412701825,0.357665667,0.413530048,NA,0.181593876,NA,NA,NA,0.169288639,0.177830248,0.17537532,0.215442461,0.110379881,0.098168885,0.04139446,0.014526643,0.050433793,0.127402346,0.016052081,0.083977475,0.13141955,0.218009437,0.148976242,0.330039384,0.230109557,0.011381933,0.760047974,0.680334059,0.089114674,0.089230156,0.390039977,-0.088603491,0.038042697,-0.970555485,0.039586862,-2.540330052,NA,0,0,0,0,0,0,0.011764706,0.023529412,5.056247871,0.090843279,5.418045985,0.093481026
"1062","SD",2011,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.694805195,0.837662338,2.006493506,1.396103896,47.87662338,18.02384518,42.43719387,60.46103896,4.441558442,0,0.311688312,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11422.84176,5930.268561,11711.42921,7935.0464,4084.8704,0.208145784,NA,NA,NA,NA,0.022971686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22334935,NA,NA,NA,NA,0.027781985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18564648,0.207774416,0.121549967,0.147632622,0.273388255,0.13105748,0.029290567,0.013705853,0.054562601,0.134084621,0.012447629,0.090449487,0.092290612,0.239787678,0.116144568,0.311103549,0.238074079,0.02174472,0.871351406,0.793579696,0.03903316,0.032918634,0.501278307,-0.139965125,0.016383525,NA,NA,NA,NA,0,0,0,0,0.038961039,0.064935065,0.012987013,0.12987013,NA,NA,NA,NA
"1063","TN",2011,6,0.001850323,0.00749418,0.038452712,0.105919527,0.839368192,0.496239411,0.503760584,0.015945218,0.130574918,1.02238806,8.365671642,31.58208955,132.2089552,378.7462687,260.5171104,295.5351292,556.0522388,12.75373134,0.208955224,0.007462687,12.54477612,884.3955224,221.2686567,297.3216421,494.5507474,121.085075,6.23507454,8.752985066,15.3186427,NA,15.09007566,15.28390843,NA,-0.228567008,NA,1.015427694,0.495484256,NA,0.529533286,0.504557117,NA,0.03404903,0.000496669,6.03e-05,NA,0.000116519,NA,NA,NA,8674.071081,4949.056799,8559.14873,2050.5227,932.0802,0.162993087,NA,NA,NA,NA,0.065761487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.167149114,NA,NA,NA,NA,0.058017622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.156928203,0.154106189,0.166843819,0.205677132,0.111501446,0.090879168,0.043016182,0.014513142,0.051741808,0.122825155,0.021563297,0.094815365,0.12132725,0.218276486,0.149175445,0.332025082,0.216669036,0.010416813,0.770164624,0.652110536,0.083442854,0.086059686,0.42192976,-0.052161167,0.039029597,NA,NA,NA,NA,0,0,0,0,0.007462687,0.02238806,0.029850746,0.104477612,5.452842964,0.072457407,5.388633548,0.06506736
